1    14042367    10,04,02,07,08
2    14042368    01,10,06,03,11
3    14042369    02,04,03,01,07
4    14042370    05,03,09,06,10
5    14042371    03,02,07,01,11
6    14042372    10,02,04,09,06
7    14042373    05,08,03,01,07
8    14042374    07,01,06,05,02
9    14042375    07,09,04,08,10
10    14042376    07,01,08,05,06
11    14042377    04,07,03,01,09
12    14042378    04,11,06,01,09
13    14042401    01,06,07,10,11
14    14042402    08,05,03,04,11
15    14042403    10,09,01,02,11
16    14042404    01,06,08,03,02
17    14042405    06,04,01,02,09
18    14042406    03,01,06,07,08
19    14042407    03,08,02,09,01
20    14042408    06,04,10,03,02
21    14042409    03,11,02,07,10
22    14042410    08,01,07,05,10
23    14042411    04,03,08,07,05
24    14042412    07,01,10,05,08
25    14042413    06,07,03,08,05
26    14042414    11,09,04,03,02
27    14042415    04,05,08,02,01
28    14042416    01,05,02,06,09
29    14042417    09,06,08,02,01
30    14042418    09,11,01,06,02
31    14042419    08,05,02,07,11
32    14042420    04,03,01,02,06
33    14042421    09,03,06,07,05
34    14042422    06,08,07,04,11
35    14042423    06,01,03,04,09
36    14042424    09,06,01,08,04
37    14042425    03,09,01,06,04
38    14042426    02,01,08,06,03
39    14042427    08,07,06,01,11
40    14042428    09,08,05,04,06
41    14042429    01,11,06,08,03
42    14042430    10,09,07,08,03
43    14042431    10,04,11,07,08
44    14042432    05,10,11,07,04
45    14042433    10,02,08,09,01
46    14042434    06,02,08,05,11
47    14042435    08,06,09,03,07
48    14042436    08,05,02,09,04
49    14042437    05,08,03,07,01
50    14042438    05,07,11,10,03
51    14042439    10,04,05,03,11
52    14042440    03,09,10,02,01
53    14042441    10,09,04,02,08
54    14042442    09,03,06,04,02
55    14042443    10,11,04,01,02
56    14042444    05,08,07,01,02
57    14042445    01,03,10,06,09
58    14042446    03,08,10,07,06
59    14042447    10,07,06,03,08
60    14042448    08,01,04,02,10
61    14042449    04,10,07,08,06
62    14042450    01,11,05,02,06
63    14042451    09,06,07,05,10
64    14042452    03,07,04,09,05
65    14042453    06,11,10,08,05
66    14042454    01,02,11,09,06
67    14042455    02,01,06,03,09
68    14042456    09,01,06,08,03
69    14042457    09,02,10,01,03
70    14042458    01,11,02,09,05
71    14042459    04,08,06,09,11
72    14042460    03,08,01,09,05
73    14042461    03,02,06,07,04
74    14042462    03,10,01,09,02
75    14042463    10,03,01,08,02
76    14042464    05,02,08,04,10
77    14042465    04,03,08,05,01
78    14042466    09,07,05,08,02
79    14042467    05,07,04,11,01
80    14042468    10,02,01,08,04
81    14042469    11,09,10,01,07
82    14042470    05,08,04,01,09
83    14042471    01,02,05,08,10
84    14042472    07,02,06,10,04
85    14042473    10,04,06,11,07
86    14042474    01,08,05,07,06
87    14042475    05,04,07,09,11
88    14042476    08,04,03,07,05
89    14042477    07,02,03,10,08
90    14042478    05,01,04,11,10
91    14042501    07,08,04,06,01
92    14042502    07,05,08,06,10
93    14042503    11,05,01,07,06
94    14042504    03,07,10,11,04
95    14042505    09,10,05,11,02
96    14042506    05,03,07,10,08
97    14042507    01,02,08,03,11
98    14042508    01,07,08,04,02
99    14042509    06,09,11,04,01
100    14042510    05,09,02,06,10
101    14042511    10,09,06,04,02
102    14042512    01,05,06,10,11
103    14042513    03,05,06,08,07
104    14042514    07,03,08,09,02
105    14042515    07,03,05,09,01
106    14042516    07,11,09,10,01
107    14042517    01,05,08,07,09
108    14042518    06,05,02,04,03
109    14042519    09,02,10,06,05
110    14042520    04,11,02,06,08
111    14042521    03,06,02,09,04
112    14042522    02,10,06,01,07
113    14042523    09,06,08,01,03
114    14042524    03,11,02,06,01
115    14042525    09,01,05,08,02
116    14042526    02,04,05,07,03
117    14042527    08,04,10,06,03
118    14042528    03,08,04,07,05
119    14042529    01,04,07,03,02
120    14042530    04,08,03,10,09
121    14042531    06,02,08,11,04
122    14042532    06,05,09,01,07
123    14042533    08,10,06,07,11
124    14042534    11,01,07,02,06
125    14042535    02,09,04,01,03
126    14042536    03,11,09,06,07
127    14042537    08,04,10,06,03
128    14042538    11,04,10,08,03
129    14042539    02,01,06,10,07
130    14042540    08,01,03,09,02
131    14042541    10,05,07,08,09
132    14042542    08,07,11,05,10
133    14042543    01,07,04,03,11
134    14042544    03,09,02,10,07
135    14042545    07,08,01,02,04
136    14042546    06,10,04,07,08
137    14042547    04,05,07,01,09
138    14042548    10,02,01,05,09
139    14042549    04,02,03,08,07
140    14042550    06,02,04,07,11
141    14042551    11,02,03,04,09
142    14042552    03,09,05,11,06
143    14042553    02,10,04,11,05
144    14042554    10,07,02,11,01
145    14042555    07,01,08,05,06
146    14042556    05,03,10,01,08
147    14042557    04,07,08,05,11
148    14042558    01,10,07,08,04
149    14042559    11,07,08,02,06
150    14042560    08,03,07,06,10
151    14042561    11,02,07,05,03
152    14042562    07,04,09,03,08
153    14042563    07,09,11,05,03
154    14042564    05,07,09,02,06
155    14042565    06,03,11,08,04
156    14042566    01,07,09,03,02
157    14042567    03,02,07,09,04
158    14042568    04,05,11,01,09
159    14042569    07,09,03,06,02
160    14042570    08,01,03,11,05
161    14042571    03,11,07,05,09
162    14042572    02,11,10,06,07
163    14042573    08,07,09,03,06
164    14042574    04,05,09,06,02
165    14042575    02,01,09,07,11
166    14042576    11,06,04,07,02
167    14042577    05,04,09,07,11
168    14042578    06,11,09,02,07
169    14042601    04,11,01,03,10
170    14042602    04,11,05,10,02
171    14042603    02,07,08,11,05
172    14042604    08,07,01,03,06
173    14042605    07,03,10,05,02
174    14042606    02,04,08,11,03
175    14042607    04,10,09,06,07
176    14042608    02,08,04,05,09
177    14042609    07,10,06,09,02
178    14042610    11,08,04,06,09
179    14042611    10,11,06,02,03
180    14042612    05,06,01,09,03
181    14042613    10,07,03,04,02
182    14042614    11,05,07,03,10
183    14042615    07,06,02,05,03
184    14042616    01,07,02,10,06
185    14042617    05,07,11,06,02
186    14042618    05,02,11,04,07
187    14042619    11,07,05,03,02
188    14042620    03,09,11,10,02
189    14042621    02,11,01,03,04
190    14042622    02,05,09,07,04
191    14042623    03,09,11,10,04
192    14042624    02,06,10,05,03
193    14042625    10,07,06,08,09
194    14042626    11,07,04,08,01
195    14042627    06,07,08,03,10
196    14042628    11,05,06,10,04
197    14042629    07,04,05,01,06
198    14042630    05,02,09,06,11
199    14042631    05,07,04,06,08
200    14042632    08,05,11,06,03
201    14042633    07,05,09,01,08
202    14042634    03,02,10,08,05
203    14042635    07,11,04,08,09
204    14042636    05,10,06,03,11
205    14042637    06,11,03,07,02
206    14042638    08,10,03,01,09
207    14042639    01,09,08,10,03
208    14042640    09,08,04,03,05
209    14042641    10,03,09,01,05
210    14042642    06,02,04,09,11
211    14042643    05,11,02,01,08
212    14042644    04,01,02,07,03
213    14042645    08,09,05,11,04
214    14042646    09,07,10,06,08
215    14042647    09,08,07,11,06
216    14042648    04,07,10,09,11
217    14042649    01,03,02,10,08
218    14042650    06,10,01,03,04
219    14042651    05,09,08,07,11
220    14042652    03,10,06,11,05
221    14042653    04,02,09,05,10
222    14042654    06,08,05,03,02
223    14042655    04,06,10,09,07
224    14042656    05,09,08,07,03
225    14042657    05,01,11,02,06
