14081901	01,02,07,10,11
14081902	04,05,08,09,10
14081903	05,06,07,08,10
14081904	01,03,04,06,09
14081905	01,02,04,06,07
14081906	02,04,08,09,10
14081907	02,04,06,07,08
14081908	01,02,05,07,11
14081909	01,03,06,07,10
14081910	01,06,08,10,11
14081911	03,04,06,07,08
14081912	01,04,07,08,09
14081913	01,02,06,07,09
14081914	03,04,08,09,11
14081915	02,03,07,10,11
14081916	01,02,04,06,10
14081917	01,02,06,07,09
14081918	02,03,04,08,10
14081919	02,05,06,08,09
14081920	02,05,06,07,09
14081921	01,02,04,07,10
14081922	02,04,06,07,09
14081923	02,04,05,07,08
14081924	06,07,09,10,11
14081925	02,04,09,10,11
14081926	01,07,09,10,11
14081927	02,04,05,07,11
14081928	03,04,06,07,11
14081929	03,04,07,08,09
14081930	03,04,07,08,11
14081931	01,03,07,08,11
14081932	02,04,06,09,10
14081933	01,06,08,09,10
14081934	06,08,09,10,11
14081935	01,04,08,09,11
14081936	03,05,06,09,11
14081937	01,03,04,06,08
14081938	03,05,06,08,09
14081939	01,03,05,07,09
14081940	02,05,06,08,11
14081941	02,03,05,08,10
14081942	02,03,04,05,06
14081943	02,03,04,07,08
14081944	01,07,08,09,10
14081945	01,02,04,09,11
14081946	01,03,04,07,11
14081947	02,03,04,09,11
14081948	02,04,05,07,08
14081949	02,03,04,05,06
14081950	02,06,08,09,10
14081951	01,02,03,08,10
14081952	02,03,06,08,10
14081953	04,05,06,09,11
14081954	02,03,05,07,09
14081955	01,02,03,09,11
14081956	01,04,06,09,11
14081957	01,07,08,10,11
14081958	02,04,06,08,09
14081959	02,03,04,07,11
14081960	03,04,06,08,10
14081961	02,03,04,06,11
14081962	01,02,04,09,11
14081963	03,04,07,08,09
14081964	01,02,05,06,09
14081965	02,05,07,10,11
14081966	01,02,04,05,09
14081967	01,02,05,07,11
14081968	01,03,07,08,09
14081969	03,05,07,09,10
14081970	01,02,04,07,11
14081971	01,05,06,07,09
14081972	01,03,06,08,11
14081973	03,08,09,10,11
14081974	01,03,05,06,10
14081975	02,04,05,06,08
14081976	02,03,04,08,10
14081977	02,04,06,07,10
14081978	02,04,07,09,10
14082001	01,03,06,07,10
14082002	02,04,05,08,09
14082003	01,03,08,09,11
14082004	02,06,07,08,10
14082005	04,05,06,07,08
14082006	01,03,05,08,11
14082007	01,03,04,05,08
14082008	01,02,06,07,10
14082009	01,04,05,06,07
14082010	02,03,06,08,11
14082011	02,03,08,10,11
14082012	02,07,08,09,11
14082013	01,02,05,07,09
14082014	01,02,05,06,07
14082015	01,02,06,07,11
14082016	01,02,04,07,10
14082017	02,06,07,08,09
14082018	01,02,07,09,11
14082019	02,04,05,07,11
14082020	02,03,08,09,10
14082021	02,03,04,06,08
14082022	01,02,03,07,09
14082023	01,02,04,08,09
14082024	02,06,08,09,11
14082025	05,06,08,09,10
14082026	02,05,08,10,11
14082027	01,05,07,08,10
14082028	01,03,06,08,10
14082029	01,03,04,09,11
14082030	01,04,06,07,08
14082031	04,06,07,08,10
14082032	01,06,08,10,11
14082033	01,02,07,08,11
14082034	02,04,06,07,10
14082035	03,04,06,08,11
14082036	01,05,06,08,11
14082037	01,04,07,08,10
14082038	02,03,06,09,10
14082039	01,04,06,08,10
14082040	02,03,05,07,08
14082041	01,02,04,05,07
14082042	03,06,09,10,11
14082043	01,03,04,09,10
14082044	03,05,08,09,10
14082045	01,02,08,09,11
14082046	01,03,06,07,09
14082047	02,03,05,09,11
14082048	01,05,08,09,10
14082049	04,07,08,09,10
14082050	01,03,06,10,11
14082051	01,02,06,08,10
14082052	03,04,07,09,11
14082053	02,03,05,09,11
14082054	01,02,06,07,08
14082055	02,03,04,05,10
14082056	02,07,09,10,11
14082057	02,06,07,09,10
14082058	01,02,04,07,11
14082059	03,04,05,08,09
14082060	01,05,07,08,10
14082061	02,03,05,08,09
14082062	03,04,05,07,10
14082063	03,04,07,09,11
14082064	02,04,07,10,11
14082065	02,03,09,10,11
14082066	01,02,04,08,11
14082067	01,04,06,08,11
14082068	03,07,08,09,11
14082069	05,06,07,09,10
14082070	03,04,05,07,11
14082071	03,04,08,10,11
14082072	01,02,07,10,11
14082073	01,02,03,07,08
14082074	02,03,04,08,11
14082075	01,03,05,06,08
14082076	02,04,08,10,11
14082077	01,02,04,06,11
14082078	01,02,09,10,11
14082101	01,04,07,08,10
14082102	01,02,04,05,06
14082103	01,05,06,07,09
14082104	01,05,06,09,10
14082105	05,06,07,10,11
14082106	01,03,06,07,09
14082107	01,02,07,09,10
14082108	03,04,06,07,08
14082109	01,02,05,07,08
14082110	02,05,06,09,11
14082111	04,05,07,08,10
14082112	03,04,06,10,11
14082113	02,03,06,08,10
14082114	03,05,06,08,09
14082115	05,06,08,10,11
14082116	02,04,05,07,09
14082117	02,07,08,10,11
14082118	01,04,07,09,10
14082119	03,05,06,10,11
14082120	03,05,07,08,09
14082121	02,03,08,09,10
14082122	02,03,08,09,11
14082123	04,05,06,08,10
14082124	01,03,04,05,11
14082125	01,03,07,10,11
14082126	02,03,04,05,10
14082127	01,04,08,10,11
14082128	01,06,08,10,11
14082129	01,03,07,10,11
14082130	01,02,03,07,09
14082131	03,04,06,07,08
14082132	01,02,04,05,10
14082133	03,05,06,08,09
14082134	02,04,05,09,11
14082135	01,04,06,08,10
14082136	01,04,07,08,11
14082137	05,06,07,08,10
14082138	01,03,04,07,10
14082139	02,03,05,07,11
14082140	03,05,06,10,11
14082141	01,03,04,10,11
14082142	04,05,07,09,10
14082143	01,03,05,07,08
14082144	04,08,09,10,11
14082145	01,02,03,06,09
14082146	01,04,06,08,11
14082147	03,05,07,09,10
14082148	01,02,06,07,10
14082149	01,07,08,09,11
14082150	02,03,07,08,10
14082151	03,05,06,07,11
14082152	02,04,05,08,11
14082153	02,04,05,06,09
14082154	01,02,07,08,11
14082155	01,06,08,10,11
14082156	02,05,06,08,10
14082157	02,03,08,10,11
14082158	03,06,07,09,11
14082159	01,04,05,07,08
14082160	01,04,08,09,11
14082161	01,03,06,07,11
14082162	01,03,05,07,09
14082163	01,05,07,08,11
14082164	04,05,06,07,11
14082165	01,02,04,05,10
14082166	01,05,06,09,10
14082167	04,07,08,10,11
14082168	02,03,05,08,10
14082169	05,06,08,10,11
14082170	04,07,08,10,11
14082171	01,02,05,08,09
14082172	02,05,07,08,11
14082173	02,03,04,05,09
14082174	01,02,03,05,07
14082175	01,03,06,07,10
14082176	01,03,05,09,11
14082177	03,05,06,10,11
14082178	03,06,08,10,11
14082201	01,06,07,08,09
14082202	01,02,03,10,11
14082203	01,02,03,06,09
14082204	01,03,04,05,11
14082205	01,02,05,07,08
14082206	03,05,06,07,08
14082207	01,03,04,09,10
14082208	02,04,05,07,10
14082209	03,05,08,09,10
14082210	02,03,07,09,10
14082211	03,04,06,07,10
14082212	01,02,04,08,11
14082213	05,06,07,08,10
14082214	04,05,08,09,10
14082215	02,03,06,10,11
14082216	01,05,06,10,11
14082217	01,02,05,06,09
14082218	02,05,07,08,09
14082219	01,02,05,09,10
14082220	01,05,06,07,11
14082221	04,05,06,07,11
14082222	01,04,06,08,09
14082223	01,02,03,10,11
14082224	01,03,04,06,08
14082225	01,04,05,08,09
14082226	01,02,03,08,09
14082227	01,05,07,09,10
14082228	02,05,07,08,10
14082229	02,03,06,08,11
14082230	01,02,06,07,08
14082231	03,04,06,07,10
14082232	02,04,06,07,11
14082233	02,04,06,07,10
14082234	04,05,07,09,11
14082235	02,03,06,08,09
14082236	02,04,05,07,10
14082237	01,04,06,07,09
14082238	01,04,05,08,11
14082239	02,04,05,06,07
14082240	01,04,05,06,08
14082241	01,03,05,07,11
14082242	01,03,04,07,08
14082243	03,06,07,10,11
14082244	01,03,05,06,08
14082245	04,05,08,10,11
